[2025-05-15 12:04:48] IP: 127.0.0.1 | POST /Workflow-Manager/public/index.php/api/workflow/create | User: 345412
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 13:55:57] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "e7b8e7de-fe3f-40ce-987b-c4b269567de3",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 13:56:36] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "32c75b5b-b6ad-455f-bae1-35debb59d41a",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 13:57:03] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "34baeb2b-d3d0-4252-819b-71265b7377db",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 13:58:50] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "197466e9-8d0e-4a0b-bedd-90351cd599e3",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
        "position": "1",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["submit", "cancel"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "",
        "resumeStepPosition": "",
        "nextStepPosition":"2",
        "prevStepPosition":""
        },
        {
        "position": "2",
        "step_user_role": "fla",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "2",
        "nextStepPosition":"3",
        "prevStepPosition":"1"
        },
        {
        "position": "3",
        "step_user_role": "mmg",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "3",
        "nextStepPosition":"4",
        "prevStepPosition":"2"
        },
         {
        "position": "4",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "4",
        "nextStepPosition":"5",
        "prevStepPosition":"3"
        },
         {
        "position": "5",
        "step_user_role": "group_head",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "true",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "5",
        "nextStepPosition":"6",
        "prevStepPosition":"4"
        },
         {
        "position": "6",
        "step_user_role": "finance_admin",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "false",
        "targetStepPosition": "1",
        "resumeStepPosition": "6",
        "nextStepPosition":"7",
        "prevStepPosition":"5"
        },
         {
        "position": "7",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "7",
        "nextStepPosition":"8",
        "prevStepPosition":"6"
        },
         {
        "position": "8",
        "step_user_role": "employee",
        "stepDescription": "",
        "actions": ["approve", "reject", "revoke"],
        "requires_user_id": "false",
        "is_user_id_dynamic": "true",
        "targetStepPosition": "1",
        "resumeStepPosition": "8",
        "nextStepPosition":"",
        "prevStepPosition":"7"
        }

    ]
}

Processed Input: {
    "user": {
        "employee_id": "345412",
        "role": "employee"
    },
    "parentWorkflowId": "Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
        {
            "position": "1",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "submit",
                "cancel"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "",
            "resumeStepPosition": "",
            "nextStepPosition": "2",
            "prevStepPosition": ""
        },
        {
            "position": "2",
            "step_user_role": "fla",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "2",
            "nextStepPosition": "3",
            "prevStepPosition": "1"
        },
        {
            "position": "3",
            "step_user_role": "mmg",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "3",
            "nextStepPosition": "4",
            "prevStepPosition": "2"
        },
        {
            "position": "4",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "4",
            "nextStepPosition": "5",
            "prevStepPosition": "3"
        },
        {
            "position": "5",
            "step_user_role": "group_head",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "true",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "5",
            "nextStepPosition": "6",
            "prevStepPosition": "4"
        },
        {
            "position": "6",
            "step_user_role": "finance_admin",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "false",
            "targetStepPosition": "1",
            "resumeStepPosition": "6",
            "nextStepPosition": "7",
            "prevStepPosition": "5"
        },
        {
            "position": "7",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "7",
            "nextStepPosition": "8",
            "prevStepPosition": "6"
        },
        {
            "position": "8",
            "step_user_role": "employee",
            "stepDescription": "",
            "actions": [
                "approve",
                "reject",
                "revoke"
            ],
            "requires_user_id": "false",
            "is_user_id_dynamic": "true",
            "targetStepPosition": "1",
            "resumeStepPosition": "8",
            "nextStepPosition": "",
            "prevStepPosition": "7"
        }
    ]
}
====================================================================================================

====================================================================================================
[2025-05-30 13:59:55] API REQUEST
IP: 127.0.0.1
Method: POST
URI: /Workflow-Manager/public/index.php/api/workflow/create
User ID: 345412
Headers: {
    "Content-Type": "application\/json",
    "Authorization": "Bearer workflow_engine_ssdg",
    "User-Agent": "PostmanRuntime\/7.44.0",
    "Accept": "*\/*",
    "Cache-Control": "no-cache",
    "Postman-Token": "88c98a3e-32dd-4d07-a481-bf78e4141653",
    "Host": "localhost",
    "Accept-Encoding": "gzip, deflate, br",
    "Connection": "keep-alive",
    "Content-Length": "3313"
}
Content-Type: application/json
Raw Request Body: 
{  
    "user": {
    "employee_id": "345412",
    "role": "employee"
    },
    "parentWorkflowId":"Wf_466",
    "workflowName": "Indent",
    "workflowDescription": " For Indent",
    "workflow_steps": [
